timestamp,src_ip,dst_ip,src_port,dst_port,protocol,payload_size,dns_query,http_host,http_uri,flags,is_suspicious
2025-01-22T19:45:38.258441+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.258442+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.258443+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.258677+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.258677+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.258685+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.258788+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.259121+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.259155+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.259353+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.259361+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.259362+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.259603+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.259604+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.259612+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.259833+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.259834+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.259969+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.259970+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.259970+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.260195+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.260202+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.260204+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.260447+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.260501+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.260502+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.260679+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.260687+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.260687+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.260908+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.261040+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.261041+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.261048+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.261151+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.261157+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.261396+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.261405+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.261406+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.261641+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.261792+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.261793+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.261793+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.262003+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.262004+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.262004+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.262223+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.262223+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.262343+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.262350+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.262459+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.262582+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.262708+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.262709+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.262714+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.262831+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.262832+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.263065+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.263095+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.263096+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.263306+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.263313+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.263313+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.263543+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.263550+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.263551+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.263781+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.263908+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.263909+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.263912+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.264150+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.264150+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.264271+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.264275+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.264390+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.264417+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.264624+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.264625+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.264759+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.264760+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.264767+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.264880+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.265113+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.265114+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.265121+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.265348+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.265348+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.265466+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.265467+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.265471+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.265714+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.265741+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.265804+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.265939+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.265940+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.265943+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.266176+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.266177+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.266180+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.266463+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.266488+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.266489+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.266661+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.266669+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.266670+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.266896+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.266903+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.267043+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.267052+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.267143+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.267150+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.267382+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.267391+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.267391+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.267625+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.267626+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.267634+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.267856+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.267861+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.267862+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.268296+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.268302+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.268303+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.268580+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.268588+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.268589+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.268794+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.268799+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.294375+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.294376+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.294550+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.299305+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.347530+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.347537+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.347739+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.347739+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.347746+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.347875+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.387464+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.387583+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.387653+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.419506+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.419515+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.419608+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.434243+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.434252+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.434455+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.434456+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.434604+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.434605+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.434614+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.434860+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.434860+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.434934+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.435085+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.435086+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.435086+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.435334+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.435334+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.435335+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.435529+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.435559+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.435560+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.435796+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.435797+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.435803+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.436010+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.436011+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.436134+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.436134+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.436140+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.436361+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.436620+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.436620+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.436693+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.436694+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.436695+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.436874+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.436875+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.436875+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.437096+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.437096+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.437097+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.437336+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.437336+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.437337+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.437615+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.437623+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.437623+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.437890+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.437992+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.437993+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.437993+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.438164+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.438165+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.438314+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.438315+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.438316+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.438522+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.438530+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.438551+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.438762+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.438770+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.438771+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.439049+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.439114+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.439114+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.454464+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.454465+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.454480+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.454654+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.454654+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.454655+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.459143+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.459151+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.459349+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.459360+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.459360+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.459580+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.459587+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.459587+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.459881+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.459882+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.459882+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.460056+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.460216+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.460216+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.460222+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.460472+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.460473+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.460473+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.460692+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.460693+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.460700+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
2025-01-22T19:45:38.460946+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,A,False
2025-01-22T19:45:38.460947+00:00,10.1.17.215,82.221.136.26,50134.0,443.0,TCP,60,,,,A,False
2025-01-22T19:45:38.460953+00:00,82.221.136.26,10.1.17.215,443.0,50134.0,TCP,1430,,,,PA,False
